SRR11846557,DMTRIM,0.00,0.00
SRR11846557,DMU89994,14.36,12.69
SRR11846557,DMW1DOC,79.14,77.39
SRR11846557,DMZAM,5.76,4.81
SRR11846557,DM_ROO,160.02,145.66
SRR11846557,DNTOMRETA,1.27,0.05
SRR11846557,DOC2,26.46,25.64
SRR11846557,DOC3,36.72,34.18
SRR11846557,DOC4,7.88,6.59
SRR11846557,DOC5,16.27,14.40
SRR11846557,DPSEMINIME,0.07,0.00
SRR11846557,DSRN,7.16,4.51
SRR11846557,DSV28T24,0.00,0.00
SRR11846557,DTEII,1.14,0.36
SRR11846557,DV26847,13.19,0.00
SRR11846557,DV49102,0.00,0.00
SRR11846557,DVRPPDV,0.00,0.00
SRR11846557,DVULYSS,0.00,0.00
SRR11846557,Dmel_rhi,1.03,1.02
SRR11846557,Dmel_rpl32,0.99,0.97
SRR11846557,Dmel_tj,0.98,0.96
SRR11846557,F,154.99,150.75
SRR11846557,FB,0.59,0.23
SRR11846557,FROGGER,3.06,2.45
SRR11846557,FW2,5.10,4.64
SRR11846557,FW3,3.35,2.92
SRR11846557,G2,28.02,26.71
SRR11846557,G3,2.97,2.46
SRR11846557,G4_DM,13.63,12.46
SRR11846557,G5A,12.43,10.62
SRR11846557,G5_DM,11.20,10.48
SRR11846557,G6_DM,13.06,12.73
SRR11846557,G7,1.58,1.39
SRR11846557,GALILEO,0.00,0.00
SRR11846557,GEM,0.27,0.00
SRR11846557,GTWIN,7.91,6.41
SRR11846557,GYPSY10,7.71,5.98
SRR11846557,GYPSY11,3.79,2.31
SRR11846557,GYPSY12,15.43,8.93
SRR11846557,GYPSY2,12.83,10.25
SRR11846557,GYPSY3,6.22,4.78
SRR11846557,GYPSY4,27.73,25.38
SRR11846557,GYPSY5,3.49,2.11
SRR11846557,GYPSY6,12.14,10.75
SRR11846557,GYPSY7,8.67,7.33
SRR11846557,GYPSY8,5.82,3.50
SRR11846557,GYPSY9,3.99,2.86
SRR11846557,HEL,6.75,5.79
SRR11846557,HELITRON1_DM,0.59,0.57
SRR11846557,HETAVIR,0.00,0.00
SRR11846557,HOPPER2,18.09,14.41
SRR11846557,INE1,60.22,15.92
SRR11846557,INVADER,25.71,17.12
